CID,nAcid,AATS6dv,ATSC3c,ATSC8c,ATSC0Z,ATSC7i,AATSC5c,AATSC1s,AATSC4Z,AATSC5Z,AATSC0m,AATSC1are,AATSC5i,MATS5dv,MATS8d,MATS4s,MATS2se,GATS3c,GATS6c,GATS6dv,GATS4d,GATS5s,GATS3i,GATS4i,BCUTdv_1l,BCUTd_1l,BCUTm_1h,RNCG,C3SP3,AXp_5d,AXp_6d,AXp_7d,AXp_4dv,AXp_5dv,NssS,SdssC,SssNH,SaaO,SsCl,MAXdCH2,MAXtsC,MAXaaNH,MINdCH2,MINsssCH,MINtsC,MINaaNH,ETA_dEpsilon_D,MIC0,PEOE_VSA7,PEOE_VSA12,PEOE_VSA13,n9Ring,n5HRing,n5aRing,n5aHRing,nARing,n9ARing,n8FRing,n11FRing,nG12FRing,n8FHRing,nG12FHRing,n8FARing,n9FARing,n11FARing,nG12FARing,n8FAHRing,n9FAHRing,nG12FAHRing,GGI10
326,0,1.04347825050354,0.0156005956232548,-0.0266625862568617,5.0609426289526,-11.400671005249,-0.000447882834123448,-0.0138626340776682,-0.836073756217957,0.145917728543282,3.49230117285046,-6.293783685111e-17,0.00888908188790083,0.0419614762067795,0.448148161172867,-0.0243715085089207,-0.0293515156954527,-0.458710803311868,0.615568220615387,0.849646210670471,0.654157936573029,0.891980707645416,0.175053082028994,1.10140454769135,-0.0111140821232714,-0.0434591471690146,2.77321604313307,-0.856550374675684,1,-2.4460484524493,-2.71322924813492,-2.84306825462368,0.0599674321711063,0.0313926190137863,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,0.537687063217163,0.724070240304194,1.12208496656086,0,2.29408828937986,11.4813575744629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0.60606062412262,-0.00420856568962336,0.0155227510258555,5.07916583270386,-0.350995659828186,-6.57326836517313e-06,0.0790166631340981,0.0622431375086308,0.0658285692334175,3.4259219379552,-0.000962666643317789,-0.00791929196566343,0.0024072821252048,0.111111111938953,-0.0176278240978718,-0.0449289679527283,-0.374035370651448,1.04196774959564,1.01967537403107,0.933706820011139,0.904706954956055,-0.0846605391857446,0.908131837844849,-0.0121321519388198,-0.0436130462606974,2.77321592399854,-0.732846652671042,0,-1.89121509586744,-2.18217340066255,-2.42601514907408,0.166244864463806,0.11569108068943,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.27268660675417,6.42082166671753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0.366896748542786,0,4.88101782804071,2.76743912696838,-0.00507820677012205,-0.290945798158646,-3.02462077140808,-3.00220203399658,3.60199731765156,-0.014878892339766,-0.0496652387082577,-0.229227349162102,-0.529947589342379,-0.192351400852203,-0.158477410674095,-0.264033370769698,0.21478770673275,0.229342326521873,1.23296701908112,1.63326442241669,0.165752986200626,1.19536054134369,-0.0024245543658677,-0.0121916412394815,2.77290255104976,-0.821115083383416,0,-2.2944740555408,-2.54696678409371,-2.83148023610882,0.0484443865716457,0.0273879300802946,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.0570370368659496,2.538306000771,12.1327342987061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,0,-1.23401126989425,0.0113135250285268,0,4.3254562630019,0,-0.0438107033186162,0.0836111083626747,-2.85999989509583,-12.2976026707008,3.57662890749926,-0.000711111119017005,-1.65377047118286,-1.68411641306287,-0.529947589342379,-0.589041113853455,-0.0318686626851559,-0.164430460078164,-0.678864335380685,-0.644482429071999,0,-0.790637072451925,-0.33550461819544,7.51607367419638e-05,-0.0120785180675633,-0.0438450602866933,2.77321592399854,-0.176897797323077,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.48651182519036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1,-1.23401126989425,0.297171324491501,0,4.7361984483945,0,0.0214954540133476,-1.42676770687103,-5.57142877578735,9,3.78914373113789,-0.0736363604664803,0.335975587368011,0.75,-0.529947589342379,-0.615727365016937,0.152955502271652,-0.315523550071837,-0.678864335380685,-0.644482429071999,0,0,-0.0238635711192352,0.173730224370956,-0.00606380848310385,-0.027734720592637,2.77347048211793,-0.864996934572541,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,-1.1851851940155,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.23148143291473,0.724070240304194,1.12208496656086,0.195833340287209,2.67476913443926,6.92373704910278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,-1.23401126989425,0.0652622133493423,0,4.62169946292489,0,0.000992972287349403,-0.266273856163025,-8.97222232818604,8.02777767181396,3.68358391372576,-2.52525260293623e-05,0.602351665496826,0.614213168621063,-0.529947589342379,-0.616208970546722,0.0687287822365761,0.269000912257145,-0.678864335380685,-0.644482429071999,0,0,0.03079789881579,1.02697145938873,-0.00511509822145167,-0.0302445014232565,2.77330288843466,-0.693147180559945,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,-0.759259283542633,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.62049060590857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0.00811369623988867,0,4.64198415911081,0,-0.000344132975442335,-0.0296606924384832,-1.67937505245209,0.407291680574417,3.44131746974746,-0.00310843298211694,0.090887226164341,0.13661202788353,-0.529947589342379,-0.238778010010719,-0.0718646720051765,-0.0864845457065405,0.107816904783249,0,0.887394964694977,1.08513236045837,0.0416957886763152,1.07338559627533,1.0121905420282,0.560490061234455,2.64116558694039,-0.525988848222072,0,-2.41965891170541,-2.77327554395099,-3.14406203535166,0.0473816245794296,0.027091046795249,0,0,0,0,0,1.11254828319735,0.724070240304194,1.13768463026906,1.11254828319735,-1.74662183848989,0.724070240304194,1.13768463026906,0.0444444455206394,2.30590028563501,17.5189590454102,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,0,0.410256415605545,0.0154190920293331,0.00996267423033714,5.11910206433055,-1.20560491085052,-1.28664089515951e-06,-0.0820407271385193,0.0236806012690067,0.0270919073373079,3.3890470414162,-0.00629207538440824,-0.0222572088241577,0.00590737257152796,0.0928571447730064,-0.00878524035215378,-0.0852819308638573,-0.476926800662215,0.983240008354187,0.935727775096893,0.967669188976288,0.848871409893036,-0.0571777539811198,0.931641101837158,-0.0121325139319759,-0.0129397225280403,2.77271602965709,-0.649685925980908,0,-1.89121509586744,-2.18217340066255,-2.42601514907408,0.178426697850227,0.126458406448364,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.0485185198485851,2.24664415008758,6.42082166671753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,1,2.53846144676208,-0.146214455366135,0.0184490345418453,4.91265488573605,2.99282431602478,5.63707617402542e-05,-0.314214676618576,1.61290323734283,0,3.57787647716642,-0.0154320988804102,-0.109829597175121,-0.0467532463371754,0.657894730567932,0.142670258879662,0.298430770635605,-0.180292457408263,1.77561688423157,1.57857143878937,1.03904926776886,1.63423252105713,0.0359151851476281,1.11088252067566,0.688100737196352,-0.0274003666198132,2.77345702325028,-0.802492207330269,0,-2.26434853488953,-2.59775841141138,-2.93421206185304,0.0550344362854958,0.0314197167754173,0,-0.785925924777985,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.0503030307590961,2.51806061759996,5.56345129013062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,-1.23401126989425,0.025383748114109,0,4.42684062006768,0,0.00485591078177094,-0.318813145160675,-0.611111104488373,3.36111116409302,3.49632594226549,-0.0179040413349867,0.339774549007416,0.324675321578979,-0.529947589342379,-0.234200745820999,-0.10374741256237,-0.306985175483131,-0.678864335380685,-0.644482429071999,0,0,-0.20426165925769,0.203361883759499,-0.0121272650440387,-0.0140978348120248,2.77271591046297,-0.216735231148697,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.118333332240582,2.41396961268058,6.42082166671753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1,-1.23401126989425,-0.0512073934078217,0,4.57001394337149,0,0.00699565699324012,-0.623324155807495,-6.81726360321045,6.9504132270813,3.71566098877794,-0.03185123950243,0.402096062898636,0.56055361032486,-0.529947589342379,-0.724003732204437,0.371899753808975,-0.0730943176292204,-0.678864335380685,-0.644482429071999,0,0,-0.210754657730985,0.2536601126194,-0.0120624103687133,-0.0277486314538608,2.77345690414445,-0.493867041650241,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,-0.745370388031006,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.117777779698372,2.62287796603792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1,-1.23401126989425,0.207911983132362,0,4.52612699516148,0,0.00939582288265228,-1.3239506483078,-11.3400001525879,12.960000038147,3.75949873360531,-0.056933332234621,0.483804821968079,1.08333337306976,-0.529947589342379,-0.963872849941254,0.2352294921875,-0.308996944336355,-0.678864335380685,-0.644482429071999,0,0,0.0674058750097586,0.266057938337326,-0.00404800614163858,-0.0302445014232565,2.77350144873616,-0.748841955525951,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,-2.20370364189148,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.111904762685299,2.71659513194103,0,5.78324508666992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,0,-1.23401126989425,-0.00385178555734456,0,5.32571634898415,0,-0.0438107033186162,-0.221446380019188,7.71604919433594,-12.2976026707008,4.59799354015947,-0.00688888877630234,-1.65377047118286,-1.68411641306287,-0.529947589342379,0.165655851364136,-0.480124115943909,-1.17087922853432,-0.678864335380685,-0.644482429071999,0,-0.790637072451925,0.41355545224668,0,-0.501731753017689,-0.0229244819690702,3.46764678894416,-0.199854458286422,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,1,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.86101784324662,12.5115385055542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,-1.23401126989425,-0.014792469330132,0,5.44141818984366,0,-0.0438107033186162,-0.0244559701532125,7.24852085113525,-12.2976026707008,4.35775331244966,-0.000873372773639858,-1.65377047118286,-1.68411641306287,-0.529947589342379,0.2284025400877,-0.242187276482582,0.0119443205029572,-0.678864335380685,-0.644482429071999,0,-0.790637072451925,0.133824917318614,0,-0.428040775742877,0.609121133691081,3.4676402449286,-0.481426791581278,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,0.306186228990555,-0.0295322467693442,1,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.76295728677641,24.3473510742188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,0,0,-0.0206000618636608,0,4.53617734174898,0,0.000878461403772235,-0.0246913582086563,-0.805555582046509,1.55555558204651,3.40558722255237,-3.34933933439418e-17,0.340163469314575,0.283018857240677,-0.529947589342379,-0.139627665281296,-0.0513392873108387,0.222061594903037,0.184673756361008,0,0.76308137178421,0.670212745666504,0.22314355131421,1.015625,-0.0040584194718504,-0.00616509816956453,2.5113877939816,-1.84981357038377,0,-2.18363874825001,-2.28217405934215,-5.5712927079031,0.0667972341179848,0.0379451513290405,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,1.89470534886041,6.92373704910278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,-1.23401126989425,-0.00992492772638798,0,4.34480387849827,0,-0.0438107033186162,-0.0399408265948296,2.60946750640869,-12.2976026707008,3.34678496255073,0.0133282542228699,-1.65377047118286,-1.68411641306287,-0.529947589342379,0.444444447755814,-0.548968017101288,-1.88094835130802,-0.678864335380685,-0.644482429071999,0,-0.790637072451925,0.820902805517372,0,-0.0070840705668467,-0.0161353511348078,2.64084441612452,-0.126138587614662,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0,2.32443600220861,21.1430168151855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,0,2,0.373659789562225,0,5.01832497225347,10.6712589263916,-0.00211798842065036,-0.315712541341782,-1.98973441123962,-0.856054604053497,3.62330228748829,-0.0191135741770267,0.0460113026201725,-0.0582518130540848,-0.529947589342379,-0.205340936779976,-0.18873105943203,-0.30564629512974,0.502788841724396,0.65053129196167,1.1453115940094,1.17052698135376,0.243318584527491,1.20046293735504,-0.00242503236066043,-0.043454789529849,2.77324213325491,-0.995051926708451,0,-2.40277081090026,-2.64303504861414,-3.03421278626072,0.0426400303840637,0.0231003202497959,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.0507575757801533,2.60770043117969,18.1991004943848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,0,0,-0.112517513334751,0,5.23092418881519,0,3.29187132592779e-05,-0.0832628682255745,-1.31963586807251,-0.559155762195587,3.43110875285301,0.00582481175661087,-0.198643356561661,0.11794999986887,-0.529947589342379,-0.0549576692283154,0.157965272665024,0.90185057761535,0.000877284968737513,0,1.06316661834717,0.526274025440216,0.153022562281304,1.08840429782867,-0.00758585367264077,-0.00759137907139741,2.77284057974984,-0.528774007765761,3,-2.70981178753816,-2.98845573786747,-3.45602721594453,0.0885195061564445,0.0514600351452827,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,0.823449075222015,0.724070240304194,1.12208496656086,0,2.24839194169782,52.3724060058594,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2879,0,0,-0.0324044935405254,0,4.73400305783106,3.13168692588806,0.00474000629037619,-0.284722208976746,-0.904017865657806,3.62395834922791,3.52462029471981,-0.013281250372529,0.245871901512146,0.18260869383812,-0.529947589342379,-0.103627845644951,0.0394052602350712,-0.0433220773870845,4.70780420303345,2.75362324714661,0.669642865657806,0.388821393251419,0.272604786157965,1.01964628696442,-0.00405853916593148,-0.00710466051570482,2.77271662562748,-0.389439060460336,0,-2.21890449821334,-2.48490661998568,-5.5712927079031,0.0544763468205929,0.0317050367593765,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.055092591792345,2.37684581848195,19.0564708709717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,1,0.740740716457367,-0.0858792811632156,-0.00143872748594731,5.39362754635236,-0.594214677810669,7.45446232031099e-06,-0.04728102684021,0.0555555559694767,0.0476190485060215,3.48844031575354,-0.00614919373765588,-0.00871949922293425,-0.00651200674474239,-0.0109546165913343,-0.0183478631079197,0.257187902927399,-0.402721102214086,0.86592310667038,0.919990479946136,0.873239457607269,0.797106087207794,-0.0432598357327211,0.939007818698883,-0.0121335395799629,-0.0274860123469892,2.7734571423561,-0.883519455881333,0,-2.00511481034953,-2.33982039858458,-2.67001208629779,0.15416656434536,0.106728255748749,0,-0.663372039794922,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-1.74662183848989,0.724070240304194,1.12208496656086,0.0405982919037342,2.37262160406656,6.42082166671753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,0,1.11764705181122,0.344722002744675,-0.0680391862988472,5.1780311719916,6.40514373779297,-0.00202337210066617,-0.224537029862404,-0.826388895511627,-1.74935400485992,3.55928502541335,-0.00694444449618459,-0.10928475856781,-0.29753240942955,0.5,-0.066783219575882,-0.0973832383751869,-0.323269397514687,0.815857350826263,0.890772342681885,1.21788191795349,1.27025532722473,0.152843325858673,1.10902535915375,-0.00242652609586031,-0.0436255609417103,2.77290267022163,-0.96289709566069,0,-2.41082439098287,-2.74368233953181,-2.95419809030228,0.0507836602628231,0.0280121304094791,0,0,0,0,0,1.28939010248488,0.724070240304194,1.12208496656086,1.28939010248488,-1.74662183848989,0.724070240304194,1.12208496656086,0.0405982919037342,2.45140263550316,24.1170063018799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,0,-1.23401126989425,-0.0615002736449242,0,4.42684062006768,0,-0.0438107033186162,-0.488496065139771,3.36111116409302,-12.2976026707008,3.49632594226549,-0.0179040413349867,-1.65377047118286,-1.68411641306287,-0.529947589342379,0.198036000132561,-0.00101322086993605,0.421420852832633,-0.678864335380685,-0.644482429071999,0,-0.790637072451925,-0.0731006659832188,0,-0.0111075728990678,-0.0161353511348078,2.77271626804529,-0.181718587295194,0,-3.9467991772312,-4.86804034615504,-5.5712927079031,-0.140271640073444,-0.0295322467693442,0,0,0,0,0,1.11254828319735,0.724070240304194,1.12208496656086,1.11254828319735,-0.16666667163372,0.724070240304194,1.12208496656086,0.118333332240582,2.41396961268058,13.8474740982056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
